Name,Platform,Year,Genre,Publisher,NorthAmerica_Sales,Europe_Sales,Japan_Sales,Other_Sales,Global_Sales,Multi_Platform
Adventures of Tron,2600,1981,Action,Mattel Interactive,0.63,0.03,0.0,0.01,0.67,False
Fossil Fighters: Champions,DS,2010,Role-Playing,Nintendo,0.31,0.0,0.34,0.02,0.67,False
The Sims 3,DS,2010,Simulation,Electronic Arts,0.38,0.22,0.0,0.06,0.67,True
Disney Tangled,WII,2010,Action,Disney Interactive Studios,0.46,0.16,0.0,0.05,0.67,True
Command & Conquer: Red Alert 3,PC,2008,Strategy,Electronic Arts,0.01,0.64,0.0,0.02,0.67,True
Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Koushiki Soft: 200 Mannin no KanKen: Tokoton Kanji Nou,DS,2006,Misc,IE Institute,0.0,0.0,0.66,0.0,0.66,False
Pro Pinball: Big Race USA,PS,1999,Simulation,Take-Two Interactive,0.37,0.25,0.0,0.04,0.66,False
NFL Street,XB,2004,Sports,Electronic Arts,0.49,0.15,0.0,0.02,0.66,True
Final Fantasy Crystal Chronicles: Ring of Fates,DS,2007,Role-Playing,Square Enix,0.22,0.01,0.42,0.02,0.66,False
Bakugan: Battle Brawlers,WII,2009,Action,Activision,0.59,0.03,0.0,0.05,0.66,True
Blazing Angels: Squadrons of WWII,PS3,2006,Simulation,Ubisoft,0.35,0.22,0.0,0.1,0.66,True
WWE SmackDown vs. RAW 2007,PSP,2006,Fighting,THQ,0.33,0.2,0.0,0.14,0.66,True
Skylanders: Trap Team,PS3,2014,Action,Activision,0.26,0.3,0.0,0.11,0.66,True
F1 2015,PS4,2015,Racing,Codemasters,0.09,0.45,0.03,0.1,0.66,True
Tony Hawk's Proving Ground,PS2,2007,Sports,Activision,0.55,0.02,0.0,0.09,0.66,True
The Darkness,PS3,2007,Shooter,Take-Two Interactive,0.2,0.33,0.0,0.13,0.66,True
Country Dance,WII,2011,Misc,Funbox Media,0.58,0.04,0.0,0.05,0.66,False
MLB 2004,PS2,2003,Sports,Sony Computer Entertainment,0.32,0.25,0.0,0.08,0.66,False
Naruto Shippuden: Ultimate Ninja 4,PS2,2007,Fighting,Atari,0.26,0.01,0.13,0.26,0.66,False
The Sims 3: High-End Loft Stuff,PC,2010,Simulation,Electronic Arts,0.01,0.54,0.0,0.11,0.66,False
Tiger Woods PGA Tour 2000,PS,1998,Sports,Electronic Arts,0.37,0.25,0.0,0.04,0.66,False
Darkstone,PS,2001,Role-Playing,Electronic Arts,0.37,0.25,0.0,0.04,0.66,False
NCAA March Madness 2003,PS2,2002,Sports,Electronic Arts,0.32,0.25,0.0,0.08,0.66,False
Diablo III,XONE,2014,Role-Playing,Activision,0.36,0.24,0.0,0.06,0.66,False
Finding Nemo,XB,2003,Action,THQ,0.48,0.16,0.0,0.02,0.66,True
Thrillville,PS2,2006,Strategy,Atari,0.55,0.02,0.0,0.09,0.66,True
Lalaloopsy,DS,2011,Simulation,Activision,0.51,0.1,0.0,0.06,0.66,False
Jikkyou World Soccer 2000 Final Edition,PS2,2000,Sports,Konami Digital Entertainment,0.0,0.0,0.66,0.0,0.66,False
Madagascar,GC,2005,Platform,Activision,0.52,0.13,0.0,0.02,0.66,True
Castlevania: Lords of Shadow,X360,2010,Action,Konami Digital Entertainment,0.42,0.17,0.01,0.05,0.66,False
Hidden Objects: Mystery Stories,DS,2009,Adventure,GSP,0.18,0.43,0.0,0.05,0.66,False
NHL 10,X360,2009,Sports,Electronic Arts,0.51,0.1,0.0,0.06,0.66,True
100 Classic Books,DS,2008,Misc,Nintendo,0.12,0.52,0.0,0.02,0.66,False
Puzzler Brain Games,WII,2012,Puzzle,Namco Bandai Games,0.0,0.0,0.66,0.0,0.66,False
TV Show King Party,WII,2008,Puzzle,Ubisoft,0.18,0.4,0.0,0.08,0.66,False
Dragon Quest Monsters: Caravan Heart,GBA,2003,Role-Playing,Enix Corporation,0.0,0.0,0.64,0.02,0.66,False
Strawberry Shortcake: Summertime Adventure,GBA,2004,Adventure,Majesco Entertainment,0.47,0.18,0.0,0.01,0.66,False
Street Fighter Anniversary Collection,PS2,2004,Fighting,Capcom,0.32,0.25,0.0,0.08,0.66,True
Legend of Legaia,PS,1998,Role-Playing,Sony Computer Entertainment,0.37,0.25,0.0,0.04,0.66,False
NHL 13,X360,2012,Sports,Electronic Arts,0.51,0.1,0.0,0.05,0.66,True
Napoleon: Total War,PC,2010,Strategy,Sega,0.02,0.53,0.0,0.12,0.66,False
Metro: Last Light,PS4,2014,Action,Deep Silver,0.22,0.3,0.04,0.1,0.66,True
Madden NFL 10,PSP,2009,Sports,Electronic Arts,0.5,0.08,0.0,0.08,0.66,True
Rayman Legends,WIIU,2013,Platform,Ubisoft,0.25,0.33,0.03,0.05,0.66,True
The Sims: Bustin' Out,GC,2003,Simulation,Electronic Arts,0.43,0.2,0.0,0.03,0.66,True
BioShock Infinite,PC,2013,Shooter,Take-Two Interactive,0.29,0.3,0.0,0.07,0.66,False
Keystone Kapers,2600,1982,Action,Activision,0.62,0.04,0.0,0.01,0.66,False
Ratatouille,PSP,2007,Action,THQ,0.22,0.27,0.0,0.16,0.66,True
Lollipop Chainsaw,PS3,2012,Action,Warner Bros. Interactive Entertainment,0.27,0.2,0.11,0.08,0.66,True
Tom Clancy's EndWar,PS3,2008,Strategy,Ubisoft,0.33,0.22,0.01,0.1,0.66,True
Shrek: Hassle at the Castle,GBA,2002,Action,TDK Mediactive,0.47,0.17,0.0,0.01,0.66,False
Suikoden IV,PS2,2004,Role-Playing,Konami Digital Entertainment,0.17,0.13,0.3,0.05,0.66,False
Gods Eater Burst,PSP,2010,Action,Namco Bandai Games,0.03,0.0,0.62,0.0,0.66,False
Fist of the North Star: Ken's Rage,PS3,2010,Action,Ubisoft Annecy,0.06,0.03,0.55,0.01,0.66,True
Plants vs. Zombies: Garden Warfare,PS3,2014,Shooter,Electronic Arts,0.22,0.32,0.01,0.11,0.66,True
Disney's Kim Possible 2: Drakken's Demise,GBA,2004,Platform,Disney Interactive Studios,0.47,0.17,0.0,0.01,0.66,False
One Piece: Pirate Warriors 2,PS3,2013,Action,Namco Bandai Games,0.0,0.19,0.42,0.05,0.66,True
Um Jammer Lammy,PS,1998,Misc,Sony Computer Entertainment,0.12,0.08,0.41,0.04,0.66,False
Brothers In Arms: Road to Hill 30,XB,2005,Shooter,Ubisoft,0.49,0.14,0.0,0.02,0.66,True
Taiko no Tatsujin DS: Touch de Dokodon!,DS,2007,Misc,Namco Bandai Games,0.0,0.0,0.66,0.0,0.66,False
Animaniacs Ten Pin Alley,PS,1998,Sports,ASC Games,0.36,0.25,0.0,0.04,0.66,False
LEGO Jurassic World,XONE,2015,Action,Warner Bros. Interactive Entertainment,0.38,0.22,0.0,0.06,0.65,True
Kung Fu Panda,PS2,2008,Action,Activision,0.24,0.0,0.0,0.41,0.65,True
Freedom Wars,PSV,2014,Role-Playing,Sony Computer Entertainment,0.15,0.1,0.32,0.08,0.65,False
Rocksmith 2014,PC,2013,Misc,Ubisoft,0.36,0.24,0.0,0.06,0.65,True
Club Penguin: Elite Penguin Force - Herbert's Revenge,DS,2010,Adventure,Disney Interactive Studios,0.39,0.21,0.0,0.06,0.65,False
Ratchet & Clank: Into the Nexus,PS3,2013,Shooter,Sony Computer Entertainment,0.3,0.25,0.0,0.1,0.65,False
Shaun White Snowboarding,PS3,2008,Sports,Ubisoft,0.31,0.23,0.01,0.1,0.65,True
Radiata Stories,PS2,2005,Role-Playing,Square Enix,0.18,0.14,0.29,0.05,0.65,False
The Biggest Loser: Challenge,WII,2010,Sports,THQ,0.48,0.12,0.0,0.05,0.65,False
Peppa Pig: Fun and Games,DS,2010,Misc,Ubisoft,0.0,0.57,0.0,0.09,0.65,True
F-Zero GX,GC,2003,Racing,Nintendo,0.41,0.11,0.12,0.02,0.65,False
Disney's Chicken Little,PS2,2005,Platform,Disney Interactive Studios,0.32,0.25,0.0,0.08,0.65,True
Scene It? Box Office Smash,X360,2008,Misc,Microsoft Game Studios,0.33,0.25,0.0,0.07,0.65,False
Yoshi Topsy-Turvy,GBA,2004,Platform,Nintendo,0.25,0.09,0.3,0.01,0.65,False
Monster Jam: Maximum Destruction,PS2,2002,Racing,Ubisoft,0.32,0.25,0.0,0.08,0.65,True
Cartoon Network Block Party / Cartoon Network Speedway Double Pack,GBA,2005,Misc,THQ,0.47,0.17,0.0,0.01,0.65,False
Tiger Woods PGA Tour 09,PS3,2008,Sports,Electronic Arts,0.34,0.22,0.0,0.1,0.65,True
World of Dragon Warrior - Torneko: The Last Hope,PS,1999,Role-Playing,Enix Corporation,0.02,0.01,0.58,0.04,0.65,False
Mortal Kombat,PSV,2012,Fighting,Warner Bros. Interactive Entertainment,0.42,0.13,0.0,0.1,0.65,True
"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",PSP,2007,Action,Activision,0.23,0.26,0.0,0.16,0.65,True
Tiger Woods PGA Tour 09,X360,2008,Sports,Electronic Arts,0.35,0.23,0.0,0.07,0.65,True
Advance Wars 2: Black Hole Rising,GBA,2003,Strategy,Nintendo,0.47,0.17,0.0,0.01,0.65,False
Wario: Master of Disguise,DS,2007,Platform,Nintendo,0.28,0.02,0.33,0.03,0.65,False
Centipede,PS,1998,Shooter,Atari,0.36,0.25,0.0,0.04,0.65,False
The Last Story,WII,2011,Role-Playing,Nintendo,0.3,0.13,0.18,0.04,0.65,False
Drakengard,PS2,2003,Role-Playing,Square Enix,0.19,0.15,0.26,0.05,0.65,False
SingStar Pop Hits,PS2,2007,Misc,Sony Computer Entertainment,0.0,0.5,0.0,0.15,0.65,False
Kung-Fu Master,2600,1987,Action,Activision,0.6,0.04,0.0,0.01,0.65,False
Champions: Return to Arms,PS2,2005,Role-Playing,Sony Online Entertainment,0.32,0.25,0.0,0.08,0.65,False
Harry Potter and the Goblet of Fire,PS2,2005,Action,Electronic Arts,0.54,0.02,0.0,0.09,0.65,True
Toy Story 3: The Video Game,PSP,2010,Action,Disney Interactive Studios,0.27,0.24,0.0,0.14,0.65,True
SingStar R&B,PS2,2007,Misc,Sony Computer Entertainment,0.0,0.05,0.0,0.6,0.65,False
Mary-Kate and Ashley: Magical Mystery Mall,PS,2000,Adventure,Acclaim Entertainment,0.36,0.24,0.0,0.04,0.65,False
MX vs. ATV Untamed,PSP,2007,Racing,THQ,0.35,0.18,0.0,0.12,0.65,True
Disney Infinity 2.0: Marvel Super Heroes,WIIU,2014,Action,Disney Interactive Studios,0.37,0.22,0.0,0.06,0.65,True
Tiger Woods PGA Tour 10,X360,2009,Sports,Electronic Arts,0.39,0.2,0.0,0.06,0.65,True
007: Quantum of Solace,WII,2008,Action,Activision,0.29,0.28,0.01,0.07,0.65,True
Super Robot Taisen Impact,PS2,2002,Strategy,Banpresto,0.0,0.0,0.65,0.0,0.65,False
Wall-E,PSP,2008,Platform,THQ,0.29,0.22,0.0,0.14,0.65,True
Farming Simulator 17,PC,2016,Simulation,Focus Home Interactive,0.03,0.58,0.0,0.04,0.65,True
Crafting Mama,DS,2010,Simulation,505 Games,0.39,0.19,0.01,0.05,0.65,False
Meccha! Taiko no Tatsujin Master DS: 7-tsu no Shima no Daibouken,DS,2008,Misc,Namco Bandai Games,0.0,0.0,0.65,0.0,0.65,False
God of War III,PS4,2015,Action,Sony Computer Entertainment,0.24,0.29,0.01,0.1,0.65,False
Borderlands 2,PSV,2014,Shooter,Take-Two Interactive,0.32,0.16,0.01,0.15,0.64,True
Harry Potter and the Half-Blood Prince,PS2,2009,Action,Electronic Arts,0.13,0.07,0.0,0.44,0.64,True
Crash Bandicoot Purple: Ripto's Rampage,GBA,2004,Platform,Vivendi Games,0.46,0.17,0.0,0.01,0.64,False
Assassin's Creed IV: Black Flag,PC,2013,Action,Ubisoft,0.22,0.38,0.0,0.05,0.64,True
Need For Speed: Undercover,WII,2008,Racing,Electronic Arts,0.27,0.31,0.0,0.07,0.64,True
Spyro: A Hero's Tail,PS2,2004,Platform,Vivendi Games,0.32,0.25,0.0,0.08,0.64,True
Crash: Twinsanity,PS2,2004,Platform,Vivendi Games,0.32,0.25,0.0,0.08,0.64,True
The LEGO Movie Videogame,WIIU,2014,Action,Warner Bros. Interactive Entertainment,0.33,0.23,0.03,0.05,0.64,True
Max Payne 2: The Fall of Max Payne,XB,2003,Shooter,Take-Two Interactive,0.47,0.15,0.0,0.02,0.64,True
Metal Gear Solid V: The Phantom Pain,PS3,2015,Action,Konami Digital Entertainment,0.22,0.13,0.22,0.07,0.64,True
Drawn to Life: The Next Chapter,DS,2009,Puzzle,THQ,0.44,0.14,0.0,0.06,0.64,True
GoldenEye: Rogue Agent,PS2,2004,Shooter,Electronic Arts,0.54,0.02,0.0,0.09,0.64,True
WWE 2K15,X360,2014,Sports,Take-Two Interactive,0.38,0.2,0.0,0.06,0.64,True
Paws & Claws: Pet Vet,DS,2007,Simulation,THQ,0.59,0.0,0.0,0.05,0.64,True
Star Ocean: First Departure,PSP,2007,Role-Playing,Square Enix,0.2,0.13,0.22,0.09,0.64,False
James Bond 007: Everything or Nothing,XB,2004,Shooter,Electronic Arts,0.43,0.19,0.0,0.02,0.64,True
X2: Wolverine's Revenge,PS2,2003,Platform,Activision,0.31,0.24,0.0,0.08,0.64,True
NBA Live 06,XB,2005,Sports,Electronic Arts,0.57,0.04,0.0,0.03,0.64,True
Tom Clancy's Rainbow Six,N64,1999,Shooter,Red Storm Entertainment,0.48,0.15,0.0,0.01,0.64,False
Castlevania,N64,1999,Platform,Konami Digital Entertainment,0.44,0.1,0.04,0.05,0.64,False
Rayman 2: The Great Escape,N64,1999,Platform,Ubisoft,0.4,0.22,0.0,0.02,0.64,True
Rayman 3D,3DS,2011,Platform,Ubisoft,0.23,0.35,0.0,0.06,0.64,False
Football Manager 2014,PC,2013,Sports,Sega,0.0,0.6,0.0,0.03,0.64,True
New Play Control! Pikmin,WII,2008,Strategy,Nintendo,0.28,0.12,0.19,0.04,0.64,False
TimeSplitters 2,XB,2002,Shooter,Eidos Interactive,0.29,0.33,0.0,0.01,0.64,True
Onimusha: Dawn of Dreams,PS2,2006,Action,Capcom,0.15,0.12,0.34,0.04,0.64,False
Sengoku Basara: Samurai Heroes,PS3,2010,Action,Capcom,0.17,0.04,0.4,0.02,0.64,True
Stuntman: Ignition,X360,2007,Racing,THQ,0.25,0.31,0.0,0.07,0.64,True
Real Heroes: Firefighter,WII,2009,Action,Rondomedia,0.56,0.04,0.0,0.05,0.64,False
Dishonored 2,PS4,2016,Action,Bethesda Softworks,0.22,0.32,0.0,0.1,0.64,True
Up,DS,2009,Action,THQ,0.3,0.27,0.0,0.07,0.64,True
Konami Collector's Series: Arcade Advanced,GBA,2002,Misc,Konami Digital Entertainment,0.46,0.17,0.0,0.01,0.64,False
The Crew,XONE,2014,Racing,Ubisoft,0.25,0.34,0.0,0.05,0.64,True
Dragon Ball: Raging Blast 2,X360,2010,Fighting,Namco Bandai Games,0.49,0.09,0.01,0.05,0.64,True
Jampack Volume 13 (RP-T),PS2,2005,Misc,Sony Computer Entertainment,0.31,0.24,0.0,0.08,0.64,False
Madden NFL 2001,N64,2000,Sports,Electronic Arts,0.6,0.03,0.0,0.01,0.64,False
Cruis'n World,N64,1998,Racing,Nintendo,0.59,0.04,0.0,0.01,0.64,False
NHL 13,PS3,2012,Sports,Electronic Arts,0.33,0.21,0.0,0.09,0.64,True
Dead or Alive 5,PS3,2012,Fighting,Tecmo Koei,0.23,0.14,0.2,0.07,0.64,True
Evolve,XONE,2015,Shooter,Take-Two Interactive,0.37,0.2,0.0,0.06,0.64,True
Lemony Snicket's A Series of Unfortunate Events,PS2,2004,Platform,Activision,0.31,0.24,0.0,0.08,0.64,True
Lost Planet: Extreme Condition,PS3,2008,Shooter,Capcom,0.31,0.17,0.07,0.08,0.64,False
X-Men Legends II: Rise of Apocalypse,PS2,2005,Role-Playing,Activision,0.53,0.02,0.0,0.09,0.63,True
Nightmare Creatures,PS,1997,Action,Sony Computer Entertainment,0.35,0.24,0.0,0.04,0.63,True
LittleBigPlanet 3,PS3,2014,Platform,Sony Computer Entertainment,0.2,0.33,0.01,0.1,0.63,False
SingStar Queen,PS2,2009,Misc,Sony Computer Entertainment,0.08,0.12,0.0,0.44,0.63,True
LEGO Star Wars II: The Original Trilogy,X360,2006,Action,LucasArts,0.55,0.03,0.0,0.05,0.63,True
Disney Sing It: Party Hits,WII,2010,Misc,Disney Interactive Studios,0.48,0.1,0.0,0.04,0.63,True
Dragon Quest Monsters Joker 3,3DS,2016,Role-Playing,Square Enix,0.0,0.0,0.63,0.0,0.63,False
Rock Band 3,WII,2010,Misc,MTV Games,0.53,0.06,0.0,0.04,0.63,True
Dragon Age II,PC,2011,Action,Electronic Arts,0.23,0.33,0.0,0.08,0.63,True
Tony Hawk's Pro Skater 2x,XB,2001,Sports,Activision,0.41,0.19,0.0,0.03,0.63,False
NBA Live 08,PS3,2007,Sports,Electronic Arts,0.56,0.02,0.01,0.05,0.63,True
Sim Theme Park,PS,1999,Strategy,Electronic Arts,0.35,0.24,0.0,0.04,0.63,False
FIFA Soccer 2003,XB,2002,Sports,Electronic Arts,0.2,0.4,0.0,0.04,0.63,True
Taiko no Tatsujin: Chibi Dragon to Fushigi na Orb,3DS,2012,Misc,Namco Bandai Games,0.0,0.0,0.63,0.0,0.63,False
The Lord of the Rings: Conquest,X360,2009,Action,Electronic Arts,0.37,0.2,0.0,0.06,0.63,True
Far Cry 4,PC,2014,Shooter,Ubisoft,0.15,0.44,0.0,0.04,0.63,True
NASCAR 06: Total Team Control,PS2,2005,Racing,Electronic Arts,0.53,0.02,0.0,0.09,0.63,True
Dogz,GBA,2004,Simulation,Ubisoft,0.45,0.17,0.0,0.01,0.63,True
A Bug's Life,N64,1998,Platform,Activision,0.49,0.13,0.0,0.01,0.63,False
Super Castlevania IV,SNES,1991,Platform,Konami Digital Entertainment,0.32,0.05,0.25,0.01,0.63,False
Iron Man,PSP,2008,Action,Sega,0.46,0.09,0.0,0.09,0.63,True
White Knight Chronicles II,PS3,2010,Role-Playing,Sony Computer Entertainment,0.23,0.09,0.27,0.04,0.63,False
Mobile Suit Z Gundam: AEUG vs. Titans,PS2,2003,Fighting,Namco Bandai Games,0.0,0.0,0.63,0.0,0.63,False
Juiced 2: Hot Import Nights,X360,2007,Racing,THQ,0.22,0.34,0.0,0.07,0.63,True
Wolfenstein,PS3,2009,Shooter,Activision,0.25,0.27,0.0,0.11,0.63,True
The Walking Dead: Survival Instinct,X360,2013,Shooter,Activision,0.46,0.11,0.0,0.05,0.63,True
The Sims 3: Generations,PC,2011,Simulation,Electronic Arts,0.4,0.23,0.0,0.0,0.63,False
Ape Escape 2,PS2,2002,Platform,Sony Computer Entertainment,0.12,0.09,0.38,0.03,0.63,False
Rocksmith 2014,PS4,2014,Misc,Ubisoft,0.35,0.17,0.0,0.11,0.63,True
X-Man,2600,1982,Action,Universal Gamex,0.58,0.04,0.0,0.01,0.63,False
Sega Rally Revo,PS3,2007,Racing,Sega,0.07,0.42,0.0,0.14,0.63,True
Shin Megami Tensei: Persona 3 FES,PS2,2007,Role-Playing,Tecmo Koei,0.22,0.2,0.16,0.05,0.63,False
FIFA Soccer 2002,PS2,2001,Sports,Electronic Arts,0.31,0.24,0.0,0.08,0.63,True
Angry Birds Trilogy,3DS,2012,Action,Activision,0.38,0.2,0.0,0.05,0.63,True
Final Fantasy VII International,PS,1997,Role-Playing,Square,0.0,0.0,0.59,0.04,0.63,False
Condemned 2: Bloodshot,X360,2008,Action,Sega,0.38,0.19,0.0,0.06,0.63,True
Okami,PS2,2006,Action,Capcom,0.11,0.03,0.15,0.34,0.63,True
Shin Megami Tensei: Persona 3 Portable,PSP,2009,Role-Playing,Ghostlight,0.18,0.06,0.34,0.05,0.63,False
Crash of the Titans,PSP,2007,Action,Vivendi Games,0.25,0.24,0.0,0.14,0.63,True
NHL 2001,PS,2000,Sports,Electronic Arts,0.35,0.24,0.0,0.04,0.63,True
Crysis 3,PC,2013,Shooter,Electronic Arts,0.17,0.39,0.0,0.07,0.63,True
Buzz Lightyear of Star Command,PS,2000,Platform,Activision,0.35,0.24,0.0,0.04,0.63,False
NHL 16,PS4,2015,Sports,Electronic Arts,0.36,0.16,0.0,0.11,0.63,True
Namco Museum,GC,2002,Misc,Namco Bandai Games,0.48,0.13,0.0,0.02,0.63,False
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",X360,2009,Shooter,Activision,0.34,0.23,0.0,0.06,0.63,True
Cabela's Big Game Hunter (2008),WII,2007,Sports,Activision,0.58,0.0,0.0,0.05,0.63,True
Tony Hawk's Project 8,PS3,2006,Sports,Activision,0.3,0.22,0.01,0.1,0.63,True
Ghostbusters: The Video Game,X360,2009,Action,Atari,0.43,0.14,0.0,0.06,0.63,True
XCOM: Enemy Unknown,X360,2012,Strategy,Take-Two Interactive,0.36,0.21,0.0,0.05,0.62,True
Nobunaga no Yabou: Haouden,SNES,1993,Strategy,Tecmo Koei,0.3,0.0,0.32,0.0,0.62,False
Virtua Cop,SAT,1995,Shooter,Sega,0.0,0.0,0.62,0.0,0.62,False
Tony Hawk's American Wasteland,XB,2005,Sports,Activision,0.4,0.2,0.0,0.03,0.62,True
WWF in Your House,PS,1996,Fighting,Acclaim Entertainment,0.35,0.24,0.0,0.04,0.62,False
Wild ARMs 3,PS2,2002,Role-Playing,Ubisoft,0.16,0.13,0.29,0.04,0.62,False
NBA ShootOut '97,PS,1997,Sports,Sony Computer Entertainment,0.35,0.24,0.0,0.04,0.62,False
Family Feud: 2010 Edition,WII,2009,Misc,Ubisoft,0.58,0.0,0.0,0.04,0.62,True
Madden NFL 07,GC,2006,Sports,Electronic Arts,0.48,0.13,0.0,0.02,0.62,True
LEGO Jurassic World,3DS,2015,Action,Warner Bros. Interactive Entertainment,0.31,0.23,0.03,0.05,0.62,True
Battlezone,2600,1982,Shooter,Atari,0.58,0.03,0.0,0.01,0.62,True
Tiger Woods PGA Tour 2004,XB,2003,Sports,Electronic Arts,0.47,0.13,0.0,0.02,0.62,True
Tak 2: The Staff of Dreams,PS2,2004,Platform,THQ,0.3,0.24,0.0,0.08,0.62,True
Just Dance 3,PS3,2011,Misc,Ubisoft,0.33,0.2,0.0,0.09,0.62,False
LEGO Pirates of the Caribbean: The Video Game,3DS,2011,Action,Disney Interactive Studios,0.29,0.27,0.0,0.06,0.62,True
Donkey Kong Barrel Blast,WII,2007,Racing,Nintendo,0.19,0.26,0.11,0.06,0.62,False
The Princess and the Frog,DS,2009,Platform,Disney Interactive Studios,0.41,0.16,0.0,0.05,0.62,True
Disney Infinity 2.0: Marvel Super Heroes,PS4,2014,Action,Disney Interactive Studios,0.27,0.25,0.0,0.1,0.62,True
Viewtiful Joe,GC,2003,Action,Capcom,0.38,0.1,0.12,0.02,0.62,True
The Urbz: Sims in the City,GBA,2004,Simulation,Electronic Arts,0.37,0.22,0.0,0.03,0.62,True
Beetle Adventure Racing!,N64,1999,Racing,Electronic Arts,0.4,0.2,0.0,0.02,0.62,False
Guitar Hero: Metallica,PS3,2009,Misc,Activision,0.28,0.24,0.0,0.1,0.62,True
Disney's 102 Dalmatians: Puppies to the Rescue,PS,2000,Platform,Eidos Interactive,0.34,0.23,0.0,0.04,0.62,False
Strike Force Bowling,PS2,2004,Sports,Play It,0.3,0.24,0.0,0.08,0.62,True
Halloween,2600,1982,Action,Wizard Video Games,0.58,0.03,0.0,0.01,0.62,False
Red Steel 2,WII,2010,Shooter,Ubisoft,0.35,0.2,0.01,0.06,0.62,False
Bass Landing,PS,1999,Sports,ASCII Entertainment,0.21,0.14,0.23,0.04,0.62,False
XGRA: Extreme G-Racing Association,PS2,2004,Racing,Eidos Interactive,0.3,0.24,0.0,0.08,0.62,False
Mafia III,XONE,2016,Action,Take-Two Interactive,0.28,0.29,0.0,0.05,0.62,True
Bolt,DS,2008,Adventure,Disney Interactive Studios,0.35,0.21,0.0,0.06,0.62,True
Mario's Picross,GB,1995,Puzzle,Nintendo,0.0,0.0,0.62,0.0,0.62,False
Pac-Man Player's Choice Bundle,GC,2003,Misc,Namco Bandai Games,0.48,0.12,0.0,0.02,0.62,False
Fighters MEGAMiX,SAT,1996,Fighting,Sega,0.0,0.0,0.62,0.0,0.62,False
Bahamut Lagoon,SNES,1996,Role-Playing,SquareSoft,0.0,0.0,0.62,0.0,0.62,False
Prince of Persia: The Forgotten Sands,X360,2010,Action,Ubisoft,0.3,0.26,0.0,0.06,0.62,True
Warriors Orochi 3,PS3,2011,Action,Ubisoft Annecy,0.0,0.04,0.57,0.01,0.62,True
Tomb Raider III: Adventures of Lara Croft,PC,1998,Action,Eidos Interactive,0.59,0.03,0.0,0.0,0.62,False
DJ Hero 2,WII,2010,Misc,Activision,0.48,0.09,0.0,0.04,0.62,True
Toshochu: Run for Money,3DS,2012,Adventure,Namco Bandai Games,0.0,0.0,0.62,0.0,0.62,False
Dragon Quest Monsters: Joker 2 Professional,DS,2011,Role-Playing,Square Enix,0.0,0.0,0.62,0.0,0.62,False
NFL Quarterback Club 99,N64,1998,Sports,Acclaim Entertainment,0.59,0.02,0.0,0.0,0.62,False
Super Robot Taisen α Gaiden,PS,2001,Strategy,Banpresto,0.0,0.0,0.58,0.04,0.62,False
Tiger Woods PGA Tour 12: The Masters,X360,2011,Sports,Electronic Arts,0.4,0.16,0.0,0.05,0.62,True
Battle of Giants: Dragons,DS,2009,Strategy,Ubisoft,0.3,0.25,0.0,0.06,0.62,False
Wall-E,X360,2008,Platform,THQ,0.29,0.26,0.0,0.07,0.62,True
Start the Party!,PS3,2010,Misc,Sony Computer Entertainment,0.07,0.41,0.0,0.13,0.62,False
Formula 1: Championship Edition,PS3,2006,Racing,Sony Computer Entertainment,0.0,0.57,0.04,0.0,0.61,False
Harry Potter and the Half-Blood Prince,DS,2009,Action,Electronic Arts,0.2,0.34,0.0,0.07,0.61,True
NieR,PS3,2010,Role-Playing,Square Enix,0.17,0.18,0.2,0.07,0.61,True
2014 FIFA World Cup Brazil,PS3,2014,Sports,Electronic Arts,0.15,0.36,0.01,0.09,0.61,True
Phoenix Wright: Ace Attorney - Trials and Tribulations,DS,2007,Adventure,Capcom,0.3,0.03,0.25,0.03,0.61,False
NBA 2K9,PS3,2008,Sports,Take-Two Interactive,0.56,0.0,0.0,0.05,0.61,True
SpongeBob's Atlantis SquarePantis,WII,2007,Action,THQ,0.56,0.0,0.0,0.04,0.61,True
SingStar Singalong With Disney,PS2,2008,Misc,Sony Computer Entertainment,0.0,0.04,0.0,0.57,0.61,False
NFL Fever 2003,XB,2002,Sports,Microsoft Game Studios,0.46,0.13,0.0,0.02,0.61,False
Samurai Warriors 2,PS2,2006,Action,Tecmo Koei,0.02,0.02,0.57,0.01,0.61,True
Wet,PS3,2009,Shooter,Bethesda Softworks,0.22,0.27,0.01,0.11,0.61,False
Cooking Mama 4: Kitchen Magic!,3DS,2011,Simulation,505 Games,0.5,0.07,0.0,0.05,0.61,False
Scribblenauts: Unlimited,3DS,2012,Action,Warner Bros. Interactive Entertainment,0.56,0.01,0.0,0.05,0.61,True
The Black Eyed Peas Experience,WII,2011,Misc,Ubisoft,0.37,0.19,0.0,0.06,0.61,True
2 Games in 1: Sonic Battle & ChuChu Rocket!,GBA,2005,Misc,THQ,0.44,0.16,0.0,0.01,0.61,False
Fire Emblem: Shadow Dragon,DS,2008,Role-Playing,Nintendo,0.29,0.02,0.27,0.03,0.61,False
Plants vs. Zombies: Garden Warfare,PS4,2014,Shooter,Electronic Arts,0.21,0.29,0.01,0.1,0.61,True
Metroid Prime: Trilogy,WII,2009,Shooter,Nintendo,0.42,0.05,0.0,0.14,0.61,False
